mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52365787,23,23101,2021,01,0,0,7154
52365787,23,23101,2021,01,0,1,5054
52365787,23,23101,2021,01,0,2,5985
52365787,23,23101,2021,01,1,0,20313
52365787,23,23101,2021,01,1,1,7110
52365787,23,23101,2021,01,1,2,12750
52365787,23,23101,2021,01,2,0,15219
52365787,23,23101,2021,01,2,1,6314
52365787,23,23101,2021,01,2,2,10131
52365788,23,23101,2021,01,0,0,1972
52365788,23,23101,2021,01,0,1,892
52365788,23,23101,2021,01,0,2,1140
52365788,23,23101,2021,01,1,0,908
52365788,23,23101,2021,01,1,1,790
52365788,23,23101,2021,01,1,2,815
52365788,23,23101,2021,01,2,0,1320
52365788,23,23101,2021,01,2,1,830
52365788,23,23101,2021,01,2,2,941
52365794,23,23101,2021,01,0,0,10813
52365794,23,23101,2021,01,0,1,11089
52365794,23,23101,2021,01,0,2,11021
52365794,23,23101,2021,01,1,0,11706
52365794,23,23101,2021,01,1,1,11270
52365794,23,23101,2021,01,1,2,11547
52365794,23,23101,2021,01,2,0,11360
52365794,23,23101,2021,01,2,1,11200
52365794,23,23101,2021,01,2,2,11343
52365795,23,23101,2021,01,0,0,12694
52365795,23,23101,2021,01,0,1,15394
52365795,23,23101,2021,01,0,2,14347
52365795,23,23101,2021,01,1,0,10514
52365795,23,23101,2021,01,1,1,14939
52365795,23,23101,2021,01,1,2,12933
52365795,23,23101,2021,01,2,0,11358
52365795,23,23101,2021,01,2,1,15115
52365795,23,23101,2021,01,2,2,13481
52365796,23,23101,2021,01,0,0,15411
52365796,23,23101,2021,01,0,1,16089
52365796,23,23101,2021,01,0,2,15800
52365796,23,23101,2021,01,1,0,15416
52365796,23,23101,2021,01,1,1,16453
52365796,23,23101,2021,01,1,2,15874
52365796,23,23101,2021,01,2,0,15414
52365796,23,23101,2021,01,2,1,16312
52365796,23,23101,2021,01,2,2,15845
52365797,23,23101,2021,01,0,0,17904
52365797,23,23101,2021,01,0,1,17609
52365797,23,23101,2021,01,0,2,17749
52365797,23,23101,2021,01,1,0,17092
52365797,23,23101,2021,01,1,1,18151
52365797,23,23101,2021,01,1,2,18176
52365797,23,23101,2021,01,2,0,17406
52365797,23,23101,2021,01,2,1,17941
52365797,23,23101,2021,01,2,2,18011
52365798,23,23101,2021,01,0,0,9626
52365798,23,23101,2021,01,0,1,5396
52365798,23,23101,2021,01,0,2,6971
52365798,23,23101,2021,01,1,0,11218
52365798,23,23101,2021,01,1,1,5494
52365798,23,23101,2021,01,1,2,8083
52365798,23,23101,2021,01,2,0,10602
52365798,23,23101,2021,01,2,1,5456
52365798,23,23101,2021,01,2,2,7653
52366704,23,23101,2021,01,0,0,22296
52366704,23,23101,2021,01,0,1,17561
52366704,23,23101,2021,01,0,2,19802
52366704,23,23101,2021,01,1,0,29806
52366704,23,23101,2021,01,1,1,19151
52366704,23,23101,2021,01,1,2,24779
52366704,23,23101,2021,01,2,0,26899
52366704,23,23101,2021,01,2,1,18536
52366704,23,23101,2021,01,2,2,22852
52366705,23,23101,2021,01,0,0,19331
52366705,23,23101,2021,01,0,1,17400
52366705,23,23101,2021,01,0,2,18385
52366705,23,23101,2021,01,1,0,25478
52366705,23,23101,2021,01,1,1,19122
52366705,23,23101,2021,01,1,2,22115
52366705,23,23101,2021,01,2,0,23099
52366705,23,23101,2021,01,2,1,18456
52366705,23,23101,2021,01,2,2,20671
52366706,23,23101,2021,01,0,0,7873
52366706,23,23101,2021,01,0,1,8301
52366706,23,23101,2021,01,0,2,8126
52366706,23,23101,2021,01,1,0,7062
52366706,23,23101,2021,01,1,1,8503
52366706,23,23101,2021,01,1,2,7775
52366706,23,23101,2021,01,2,0,7376
52366706,23,23101,2021,01,2,1,8425
52366706,23,23101,2021,01,2,2,7910
52366707,23,23101,2021,01,0,0,6868
52366707,23,23101,2021,01,0,1,7917
52366707,23,23101,2021,01,0,2,7473
52366707,23,23101,2021,01,1,0,6857
52366707,23,23101,2021,01,1,1,7668
52366707,23,23101,2021,01,1,2,7096
52366707,23,23101,2021,01,2,0,6861
52366707,23,23101,2021,01,2,1,7764
52366707,23,23101,2021,01,2,2,7242
52366708,23,23101,2021,01,0,0,1319
52366708,23,23101,2021,01,0,1,1096
52366708,23,23101,2021,01,0,2,1186
52366708,23,23101,2021,01,1,0,2762
52366708,23,23101,2021,01,1,1,1227
52366708,23,23101,2021,01,1,2,1750
52366708,23,23101,2021,01,2,0,2203
52366708,23,23101,2021,01,2,1,1176
52366708,23,23101,2021,01,2,2,1532
52366715,23,23101,2021,01,0,0,9399
52366715,23,23101,2021,01,0,1,10127
52366715,23,23101,2021,01,0,2,9727
