mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52365787,23,23101,2021,10,0,0,9292
52365787,23,23101,2021,10,0,1,5772
52365787,23,23101,2021,10,0,2,6906
52365787,23,23101,2021,10,1,0,26404
52365787,23,23101,2021,10,1,1,8197
52365787,23,23101,2021,10,1,2,15171
52365787,23,23101,2021,10,2,0,20884
52365787,23,23101,2021,10,2,1,7415
52365787,23,23101,2021,10,2,2,12505
52365788,23,23101,2021,10,0,0,4940
52365788,23,23101,2021,10,0,1,1271
52365788,23,23101,2021,10,0,2,2231
52365788,23,23101,2021,10,1,0,1652
52365788,23,23101,2021,10,1,1,759
52365788,23,23101,2021,10,1,2,974
52365788,23,23101,2021,10,2,0,2713
52365788,23,23101,2021,10,2,1,924
52365788,23,23101,2021,10,2,2,1379
52365794,23,23101,2021,10,0,0,11781
52365794,23,23101,2021,10,0,1,11030
52365794,23,23101,2021,10,0,2,11083
52365794,23,23101,2021,10,1,0,11666
52365794,23,23101,2021,10,1,1,11026
52365794,23,23101,2021,10,1,2,11385
52365794,23,23101,2021,10,2,0,11703
52365794,23,23101,2021,10,2,1,11027
52365794,23,23101,2021,10,2,2,11288
52365795,23,23101,2021,10,0,0,12117
52365795,23,23101,2021,10,0,1,15648
52365795,23,23101,2021,10,0,2,14031
52365795,23,23101,2021,10,1,0,9148
52365795,23,23101,2021,10,1,1,15367
52365795,23,23101,2021,10,1,2,12576
52365795,23,23101,2021,10,2,0,10106
52365795,23,23101,2021,10,2,1,15457
52365795,23,23101,2021,10,2,2,13045
52365796,23,23101,2021,10,0,0,15701
52365796,23,23101,2021,10,0,1,17202
52365796,23,23101,2021,10,0,2,16504
52365796,23,23101,2021,10,1,0,14751
52365796,23,23101,2021,10,1,1,16960
52365796,23,23101,2021,10,1,2,15952
52365796,23,23101,2021,10,2,0,15057
52365796,23,23101,2021,10,2,1,17038
52365796,23,23101,2021,10,2,2,16130
52365797,23,23101,2021,10,0,0,20302
52365797,23,23101,2021,10,0,1,19747
52365797,23,23101,2021,10,0,2,20370
52365797,23,23101,2021,10,1,0,18211
52365797,23,23101,2021,10,1,1,20221
52365797,23,23101,2021,10,1,2,20036
52365797,23,23101,2021,10,2,0,18886
52365797,23,23101,2021,10,2,1,20068
52365797,23,23101,2021,10,2,2,20144
52365798,23,23101,2021,10,0,0,11528
52365798,23,23101,2021,10,0,1,5563
52365798,23,23101,2021,10,0,2,7764
52365798,23,23101,2021,10,1,0,11756
52365798,23,23101,2021,10,1,1,5194
52365798,23,23101,2021,10,1,2,7940
52365798,23,23101,2021,10,2,0,11683
52365798,23,23101,2021,10,2,1,5313
52365798,23,23101,2021,10,2,2,7883
52366704,23,23101,2021,10,0,0,25973
52366704,23,23101,2021,10,0,1,19611
52366704,23,23101,2021,10,0,2,22935
52366704,23,23101,2021,10,1,0,31388
52366704,23,23101,2021,10,1,1,20862
52366704,23,23101,2021,10,1,2,27070
52366704,23,23101,2021,10,2,0,29641
52366704,23,23101,2021,10,2,1,20459
52366704,23,23101,2021,10,2,2,25736
52366705,23,23101,2021,10,0,0,20851
52366705,23,23101,2021,10,0,1,17383
52366705,23,23101,2021,10,0,2,19486
52366705,23,23101,2021,10,1,0,24616
52366705,23,23101,2021,10,1,1,18367
52366705,23,23101,2021,10,1,2,21537
52366705,23,23101,2021,10,2,0,23402
52366705,23,23101,2021,10,2,1,18049
52366705,23,23101,2021,10,2,2,20876
52366706,23,23101,2021,10,0,0,7216
52366706,23,23101,2021,10,0,1,8815
52366706,23,23101,2021,10,0,2,8104
52366706,23,23101,2021,10,1,0,6681
52366706,23,23101,2021,10,1,1,9079
52366706,23,23101,2021,10,1,2,7826
52366706,23,23101,2021,10,2,0,6854
52366706,23,23101,2021,10,2,1,8994
52366706,23,23101,2021,10,2,2,7915
52366707,23,23101,2021,10,0,0,6764
52366707,23,23101,2021,10,0,1,8914
52366707,23,23101,2021,10,0,2,8032
52366707,23,23101,2021,10,1,0,6215
52366707,23,23101,2021,10,1,1,8819
52366707,23,23101,2021,10,1,2,7578
52366707,23,23101,2021,10,2,0,6392
52366707,23,23101,2021,10,2,1,8850
52366707,23,23101,2021,10,2,2,7725
52366708,23,23101,2021,10,0,0,1298
52366708,23,23101,2021,10,0,1,769
52366708,23,23101,2021,10,0,2,938
52366708,23,23101,2021,10,1,0,2892
52366708,23,23101,2021,10,1,1,713
52366708,23,23101,2021,10,1,2,1531
52366708,23,23101,2021,10,2,0,2377
52366708,23,23101,2021,10,2,1,731
52366708,23,23101,2021,10,2,2,1340
52366715,23,23101,2021,10,0,0,9000
52366715,23,23101,2021,10,0,1,9839
52366715,23,23101,2021,10,0,2,9436
52366715,23,23101,2021,10,1,0,10951
52366715,23,23101,2021,10,1,1,9834
52366715,23,23101,2021,10,1,2,9980
52366715,23,23101,2021,10,2,0,10321
52366715,23,23101,2021,10,2,1,9836
52366715,23,23101,2021,10,2,2,9805
52366716,23,23101,2021,10,0,0,6935
52366716,23,23101,2021,10,0,1,7719
52366716,23,23101,2021,10,0,2,7355
52366716,23,23101,2021,10,1,0,5989
52366716,23,23101,2021,10,1,1,7355
52366716,23,23101,2021,10,1,2,6793
52366716,23,23101,2021,10,2,0,6294
52366716,23,23101,2021,10,2,1,7472
52366716,23,23101,2021,10,2,2,6975
52366717,23,23101,2021,10,0,0,5801
52366717,23,23101,2021,10,0,1,7091
52366717,23,23101,2021,10,0,2,6541
52366717,23,23101,2021,10,1,0,7145
52366717,23,23101,2021,10,1,1,6621
52366717,23,23101,2021,10,1,2,6855
52366717,23,23101,2021,10,2,0,6711
52366717,23,23101,2021,10,2,1,6772
52366717,23,23101,2021,10,2,2,6754
52366727,23,23101,2021,10,0,0,9351
52366727,23,23101,2021,10,0,1,10285
52366727,23,23101,2021,10,0,2,9988
52366727,23,23101,2021,10,1,0,8098
52366727,23,23101,2021,10,1,1,10290
52366727,23,23101,2021,10,1,2,9277
52366727,23,23101,2021,10,2,0,8502
52366727,23,23101,2021,10,2,1,10288
52366727,23,23101,2021,10,2,2,9506
52366728,23,23101,2021,10,0,0,6091
52366728,23,23101,2021,10,0,1,7076
52366728,23,23101,2021,10,0,2,6688
52366728,23,23101,2021,10,1,0,5655
52366728,23,23101,2021,10,1,1,7344
52366728,23,23101,2021,10,1,2,6535
52366728,23,23101,2021,10,2,0,5795
52366728,23,23101,2021,10,2,1,7257
52366728,23,23101,2021,10,2,2,6585
52366703,23,23102,2021,10,0,0,22398
52366703,23,23102,2021,10,0,1,16998
52366703,23,23102,2021,10,0,2,20303
52366703,23,23102,2021,10,1,0,46739
52366703,23,23102,2021,10,1,1,20064
52366703,23,23102,2021,10,1,2,32746
52366703,23,23102,2021,10,2,0,38887
52366703,23,23102,2021,10,2,1,19075
