mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52365787,23,23101,2021,06,0,0,7958
52365787,23,23101,2021,06,0,1,4761
52365787,23,23101,2021,06,0,2,6075
52365787,23,23101,2021,06,1,0,23762
52365787,23,23101,2021,06,1,1,6878
52365787,23,23101,2021,06,1,2,13552
52365787,23,23101,2021,06,2,0,19547
52365787,23,23101,2021,06,2,1,6313
52365787,23,23101,2021,06,2,2,11558
52365788,23,23101,2021,06,0,0,1365
52365788,23,23101,2021,06,0,1,707
52365788,23,23101,2021,06,0,2,956
52365788,23,23101,2021,06,1,0,1408
52365788,23,23101,2021,06,1,1,822
52365788,23,23101,2021,06,1,2,958
52365788,23,23101,2021,06,2,0,1397
52365788,23,23101,2021,06,2,1,791
52365788,23,23101,2021,06,2,2,958
52365794,23,23101,2021,06,0,0,11890
52365794,23,23101,2021,06,0,1,12040
52365794,23,23101,2021,06,0,2,11894
52365794,23,23101,2021,06,1,0,12706
52365794,23,23101,2021,06,1,1,12138
52365794,23,23101,2021,06,1,2,12472
52365794,23,23101,2021,06,2,0,12489
52365794,23,23101,2021,06,2,1,12112
52365794,23,23101,2021,06,2,2,12317
52365795,23,23101,2021,06,0,0,12802
52365795,23,23101,2021,06,0,1,16884
52365795,23,23101,2021,06,0,2,15099
52365795,23,23101,2021,06,1,0,9545
52365795,23,23101,2021,06,1,1,15697
52365795,23,23101,2021,06,1,2,12982
52365795,23,23101,2021,06,2,0,10413
52365795,23,23101,2021,06,2,1,16014
52365795,23,23101,2021,06,2,2,13547
52365796,23,23101,2021,06,0,0,14971
52365796,23,23101,2021,06,0,1,15404
52365796,23,23101,2021,06,0,2,15395
52365796,23,23101,2021,06,1,0,14365
52365796,23,23101,2021,06,1,1,15881
52365796,23,23101,2021,06,1,2,15293
52365796,23,23101,2021,06,2,0,14526
52365796,23,23101,2021,06,2,1,15754
52365796,23,23101,2021,06,2,2,15320
52365797,23,23101,2021,06,0,0,18553
52365797,23,23101,2021,06,0,1,17693
52365797,23,23101,2021,06,0,2,18339
52365797,23,23101,2021,06,1,0,16819
52365797,23,23101,2021,06,1,1,17534
52365797,23,23101,2021,06,1,2,17734
52365797,23,23101,2021,06,2,0,17282
52365797,23,23101,2021,06,2,1,17576
52365797,23,23101,2021,06,2,2,17896
52365798,23,23101,2021,06,0,0,9205
52365798,23,23101,2021,06,0,1,5365
52365798,23,23101,2021,06,0,2,6687
52365798,23,23101,2021,06,1,0,11342
52365798,23,23101,2021,06,1,1,5162
52365798,23,23101,2021,06,1,2,7706
52365798,23,23101,2021,06,2,0,10772
52365798,23,23101,2021,06,2,1,5216
52365798,23,23101,2021,06,2,2,7435
52366704,23,23101,2021,06,0,0,25708
52366704,23,23101,2021,06,0,1,18351
52366704,23,23101,2021,06,0,2,22088
52366704,23,23101,2021,06,1,0,31201
52366704,23,23101,2021,06,1,1,19598
52366704,23,23101,2021,06,1,2,26005
52366704,23,23101,2021,06,2,0,29736
52366704,23,23101,2021,06,2,1,19265
52366704,23,23101,2021,06,2,2,24961
52366705,23,23101,2021,06,0,0,20650
52366705,23,23101,2021,06,0,1,17599
52366705,23,23101,2021,06,0,2,19253
52366705,23,23101,2021,06,1,0,24209
52366705,23,23101,2021,06,1,1,18247
52366705,23,23101,2021,06,1,2,21456
52366705,23,23101,2021,06,2,0,23260
52366705,23,23101,2021,06,2,1,18074
52366705,23,23101,2021,06,2,2,20869
52366706,23,23101,2021,06,0,0,7506
52366706,23,23101,2021,06,0,1,8750
52366706,23,23101,2021,06,0,2,8261
52366706,23,23101,2021,06,1,0,7114
52366706,23,23101,2021,06,1,1,8770
52366706,23,23101,2021,06,1,2,7862
52366706,23,23101,2021,06,2,0,7219
52366706,23,23101,2021,06,2,1,8765
52366706,23,23101,2021,06,2,2,7968
52366707,23,23101,2021,06,0,0,6206
52366707,23,23101,2021,06,0,1,8258
52366707,23,23101,2021,06,0,2,7520
52366707,23,23101,2021,06,1,0,5969
52366707,23,23101,2021,06,1,1,8095
52366707,23,23101,2021,06,1,2,7071
52366707,23,23101,2021,06,2,0,6033
52366707,23,23101,2021,06,2,1,8139
52366707,23,23101,2021,06,2,2,7191
52366708,23,23101,2021,06,0,0,1194
52366708,23,23101,2021,06,0,1,899
52366708,23,23101,2021,06,0,2,1029
52366708,23,23101,2021,06,1,0,2078
52366708,23,23101,2021,06,1,1,796
52366708,23,23101,2021,06,1,2,1311
52366708,23,23101,2021,06,2,0,1842
52366708,23,23101,2021,06,2,1,823
52366708,23,23101,2021,06,2,2,1236
52366715,23,23101,2021,06,0,0,8989
52366715,23,23101,2021,06,0,1,9580
52366715,23,23101,2021,06,0,2,9234
52366715,23,23101,2021,06,1,0,11165
52366715,23,23101,2021,06,1,1,10319
52366715,23,23101,2021,06,1,2,10369
52366715,23,23101,2021,06,2,0,10585
52366715,23,23101,2021,06,2,1,10122
52366715,23,23101,2021,06,2,2,10066
52366716,23,23101,2021,06,0,0,8074
52366716,23,23101,2021,06,0,1,8603
52366716,23,23101,2021,06,0,2,8314
52366716,23,23101,2021,06,1,0,6416
52366716,23,23101,2021,06,1,1,8088
52366716,23,23101,2021,06,1,2,7443
52366716,23,23101,2021,06,2,0,6858
52366716,23,23101,2021,06,2,1,8225
52366716,23,23101,2021,06,2,2,7675
52366717,23,23101,2021,06,0,0,5923
52366717,23,23101,2021,06,0,1,7260
52366717,23,23101,2021,06,0,2,6717
52366717,23,23101,2021,06,1,0,7670
52366717,23,23101,2021,06,1,1,7191
52366717,23,23101,2021,06,1,2,7215
52366717,23,23101,2021,06,2,0,7204
52366717,23,23101,2021,06,2,1,7210
52366717,23,23101,2021,06,2,2,7082
52366727,23,23101,2021,06,0,0,10964
52366727,23,23101,2021,06,0,1,10429
52366727,23,23101,2021,06,0,2,10672
52366727,23,23101,2021,06,1,0,8958
52366727,23,23101,2021,06,1,1,10340
52366727,23,23101,2021,06,1,2,9694
52366727,23,23101,2021,06,2,0,9493
52366727,23,23101,2021,06,2,1,10363
52366727,23,23101,2021,06,2,2,9955
52366728,23,23101,2021,06,0,0,6330
52366728,23,23101,2021,06,0,1,6965
52366728,23,23101,2021,06,0,2,6729
52366728,23,23101,2021,06,1,0,5373
52366728,23,23101,2021,06,1,1,7029
52366728,23,23101,2021,06,1,2,6251
52366728,23,23101,2021,06,2,0,5628
52366728,23,23101,2021,06,2,1,7012
52366728,23,23101,2021,06,2,2,6378
52366703,23,23102,2021,06,0,0,21524
52366703,23,23102,2021,06,0,1,16379
52366703,23,23102,2021,06,0,2,18918
52366703,23,23102,2021,06,1,0,45283
52366703,23,23102,2021,06,1,1,18143
52366703,23,23102,2021,06,1,2,30793
52366703,23,23102,2021,06,2,0,38947
52366703,23,23102,2021,06,2,1,17672
52366703,23,23102,2021,06,2,2,27626
52366713,23,23102,2021,06,0,0,13380
52366713,23,23102,2021,06,0,1,13256
52366713,23,23102,2021,06,0,2,13386
52366713,23,23102,2021,06,1,0,16797
52366713,23,23102,2021,06,1,1,14184
52366713,23,23102,2021,06,1,2,15169
52366713,23,23102,2021,06,2,0,15886
52366713,23,23102,2021,06,2,1,13937
52366713,23,23102,2021,06,2,2,14693
52366714,23,23102,2021,06,0,0,9041
52366714,23,23102,2021,06,0,1,10849
52366714,23,23102,2021,06,0,2,9931
52366714,23,23102,2021,06,1,0,8898
52366714,23,23102,2021,06,1,1,10925
52366714,23,23102,2021,06,1,2,9804
52366714,23,23102,2021,06,2,0,8936
52366714,23,23102,2021,06,2,1,10905
52366714,23,23102,2021,06,2,2,9838
52366724,23,23102,2021,06,0,0,18298
52366724,23,23102,2021,06,0,1,17555
52366724,23,23102,2021,06,0,2,18229
52366724,23,23102,2021,06,1,0,17021
52366724,23,23102,2021,06,1,1,18269
52366724,23,23102,2021,06,1,2,18136
52366724,23,23102,2021,06,2,0,17361
52366724,23,23102,2021,06,2,1,18078
52366724,23,23102,2021,06,2,2,18161
52366725,23,23102,2021,06,0,0,15720
52366725,23,23102,2021,06,0,1,6476
52366725,23,23102,2021,06,0,2,10390
52366725,23,23102,2021,06,1,0,26197
52366725,23,23102,2021,06,1,1,7751
52366725,23,23102,2021,06,1,2,16756
52366725,23,23102,2021,06,2,0,23403
52366725,23,23102,2021,06,2,1,7411
52366725,23,23102,2021,06,2,2,15058
52366726,23,23102,2021,06,0,0,9902
52366726,23,23102,2021,06,0,1,8953
52366726,23,23102,2021,06,0,2,9377
52366726,23,23102,2021,06,1,0,11617
52366726,23,23102,2021,06,1,1,9294
52366726,23,23102,2021,06,1,2,10309
52366726,23,23102,2021,06,2,0,11160
52366726,23,23102,2021,06,2,1,9203
52366726,23,23102,2021,06,2,2,10061
52366735,23,23102,2021,06,0,0,9967
52366735,23,23102,2021,06,0,1,9316
52366735,23,23102,2021,06,0,2,9558
52366735,23,23102,2021,06,1,0,9062
52366735,23,23102,2021,06,1,1,9332
52366735,23,23102,2021,06,1,2,9549
52366735,23,23102,2021,06,2,0,9303
52366735,23,23102,2021,06,2,1,9328
52366735,23,23102,2021,06,2,2,9551
52366722,23,23103,2021,06,0,0,6174
52366722,23,23103,2021,06,0,1,5357
52366722,23,23103,2021,06,0,2,5727
52366722,23,23103,2021,06,1,0,8386
52366722,23,23103,2021,06,1,1,6182
52366722,23,23103,2021,06,1,2,7243
52366722,23,23103,2021,06,2,0,7796
52366722,23,23103,2021,06,2,1,5962
52366722,23,23103,2021,06,2,2,6839
52366723,23,23103,2021,06,0,0,9476
52366723,23,23103,2021,06,0,1,9854
52366723,23,23103,2021,06,0,2,9726
52366723,23,23103,2021,06,1,0,12510
52366723,23,23103,2021,06,1,1,10922
52366723,23,23103,2021,06,1,2,11522
52366723,23,23103,2021,06,2,0,11701
52366723,23,23103,2021,06,2,1,10637
52366723,23,23103,2021,06,2,2,11043
52366732,23,23103,2021,06,0,0,12621
52366732,23,23103,2021,06,0,1,12142
52366732,23,23103,2021,06,0,2,12468
52366732,23,23103,2021,06,1,0,13122
52366732,23,23103,2021,06,1,1,12815
52366732,23,23103,2021,06,1,2,13016
52366732,23,23103,2021,06,2,0,12988
52366732,23,23103,2021,06,2,1,12636
52366732,23,23103,2021,06,2,2,12870
52366733,23,23103,2021,06,0,0,14132
52366733,23,23103,2021,06,0,1,17485
52366733,23,23103,2021,06,0,2,16152
52366733,23,23103,2021,06,1,0,12768
52366733,23,23103,2021,06,1,1,16625
52366733,23,23103,2021,06,1,2,14926
52366733,23,23103,2021,06,2,0,13132
52366733,23,23103,2021,06,2,1,16854
52366733,23,23103,2021,06,2,2,15253
52366734,23,23103,2021,06,0,0,17780
52366734,23,23103,2021,06,0,1,20429
52366734,23,23103,2021,06,0,2,19491
52366734,23,23103,2021,06,1,0,17359
52366734,23,23103,2021,06,1,1,20960
52366734,23,23103,2021,06,1,2,19773
52366734,23,23103,2021,06,2,0,17471
52366734,23,23103,2021,06,2,1,20818
52366734,23,23103,2021,06,2,2,19698
52366742,23,23103,2021,06,0,0,12398
52366742,23,23103,2021,06,0,1,12210
52366742,23,23103,2021,06,0,2,12424
52366742,23,23103,2021,06,1,0,13194
52366742,23,23103,2021,06,1,1,12456
52366742,23,23103,2021,06,1,2,12779
52366742,23,23103,2021,06,2,0,12982
52366742,23,23103,2021,06,2,1,12390
52366742,23,23103,2021,06,2,2,12685
52366743,23,23103,2021,06,0,0,10183
52366743,23,23103,2021,06,0,1,12707
52366743,23,23103,2021,06,0,2,11248
52366743,23,23103,2021,06,1,0,8147
52366743,23,23103,2021,06,1,1,11454
52366743,23,23103,2021,06,1,2,9889
52366743,23,23103,2021,06,2,0,8690
52366743,23,23103,2021,06,2,1,11788
52366743,23,23103,2021,06,2,2,10251
52366744,23,23103,2021,06,0,0,12405
52366744,23,23103,2021,06,0,1,14160
52366744,23,23103,2021,06,0,2,13568
52366744,23,23103,2021,06,1,0,11167
52366744,23,23103,2021,06,1,1,14501
52366744,23,23103,2021,06,1,2,12866
52366744,23,23103,2021,06,2,0,11497
52366744,23,23103,2021,06,2,1,14410
52366744,23,23103,2021,06,2,2,13053
52366751,23,23103,2021,06,0,0,4512
52366751,23,23103,2021,06,0,1,5875
52366751,23,23103,2021,06,0,2,5313
52366751,23,23103,2021,06,1,0,3595
52366751,23,23103,2021,06,1,1,5319
52366751,23,23103,2021,06,1,2,4621
52366751,23,23103,2021,06,2,0,3839
52366751,23,23103,2021,06,2,1,5467
52366751,23,23103,2021,06,2,2,4805
